"Sample_Number","Tr","Time","X.Pyruvic.acid..1TMS.","X.Lactic.Acid..2TMS.","X.Valine..1TMS.","X.Alanine..2TMS.","X.Leucine..2TMS.","X.Threonine..2TMS.","X.Proline..2TMS.","X.Succinic.acid..2TMS.","X.Glycine..3TMS.","X.Fumaric.acid..2TMS.","X.Serine..3TMS.","X.Methionine..1TMS.","X.Aspartic.acid..2TMS.","X.Glutamine...H2O...2TMS.","X.Malic.acid..3TMS.","X.Glutamic.acid..2TMS.","X.2.Oxoglutaric.acid..1MEOX...2TMS..BP","X.Threonic.acid..4TMS.","X.Phenylalanine..2TMS.","X.Asparagine..3TMS.","X.Putrescine..4TMS.","X.Ornithine..4TMS.","X.Citric.acid..4TMS.","X.Fructose..1MEOX...5TMS..MP","X.Galactose..1MEOX...5TMS..MP","X.Lysine..4TMS.","X.Tyrosine..3TMS.","X.Glucose..1MEOX...5TMS..BP","X.Gluconic.acid..6TMS.","X.myo.Inositol..6TMS.","X.Sucrose..8TMS.","X.Trehalose..8TMS.","X.Maltose..1MEOX...8TMS..MP","X.Melibiose..1MEOX...8TMS..BP","X.Galactinol..9TMS."
"36","M","4",0.409538860441099,0.450920303352758,0.450305675749399,0.0140062130992138,0.252965450409469,0.593983034102553,0.0926107340665254,0.376503686125256,0.429572733389895,0.0537405382677595,0.0101954039631147,0.926681443441387,0.157576243368832,0.0873208459106062,0.00845878566443753,0.581257456658575,0.0987935166103351,0.371279322667396,0.165269718873559,0.304796977458879,0.21353752826156,0.647491988015586,0.388349715357711,0.160885134320395,0.115068752813608,0.335780227156258,0.134517234793774,0.329219461808064,0.0100082419840109,0.48743945689716,0.0345914975014442,0.180494124151984,0.440548984504545,0.466396384396755,0.255852053061111
"37","M","4",1,0.595371011163284,0.252612552202846,0.00705558569303169,0.228544774777078,0.539469758095031,0.0919402105323504,0.220841461010754,0.449089395926654,0.0423172262663972,0.348500230748697,0.44680788372206,0.0977290440347351,0.0925270907236706,0.00118805177647878,0.262318527972346,0.123023666636652,0.277340927888663,0.353815842239653,0.20222620631491,0.205656948110032,0.285337946530796,0.0122913958777681,0.0146934022373218,0.0434643072920445,0.471981307094973,0.102724769723552,0.18157962101326,0.00399906110159924,0.601310615614015,0.0135609845821367,0.0942424704978741,0.0882874768080747,0.0570680330361643,0.0118983107410679
"38","M","4",0.289811746192897,0.495091004773567,0.436341141734245,0.0414434111229341,0.293164216305527,0.535681095483405,0.0959278931044368,0.268154100935046,0.808607731574854,0.0614208656406589,0.0409933325073037,0.405857267379265,0.164125727126665,0.1035576667049,0.00697707813811004,0.447371404851583,0.125568689093528,0.0872542927703969,0.408397704629711,0.316779008072934,0.162341935150455,0.476656951669146,0.00340483524653645,0.0319194106989087,0.171091587239622,0.418850954925592,0.186657966321017,0.0609271564408545,0.00273977575686782,0.00551302611667235,0.00979743636136996,0.382715063783895,0.234649495043481,0.299916966522746,0.0375914372063096
"39","M","4",0.497360784254214,0.570460235150322,0.396120308633447,0.438123691198834,0.405203514557334,0.406697598165102,0.234991006285354,0.205203948852814,0.464630155764965,0.038043674738906,0.144806655333998,0.473463590941456,0.11741113698888,0.0219705603244126,0.00158579313347272,0.372294705019525,0.0958195676465104,0.0754877514933763,0.312734410282543,0.271487074029153,0.142757572829646,0.360474316330843,0.00680981914954148,0.00651664182422712,0.0288014509576803,0.297853453479637,0.123008111331371,0.108339833671104,0.00290198178503298,0.00371282154225919,0.0149117412857189,0.12342619308313,0.146794546900829,0.0520576803050421,0.00304518957575383
"4","C","2",0.0934530416732055,0.0865867984142367,0.070845843092876,0.00178984049475992,0.0386270267404924,0.135875848492942,0.0134495043588169,0.0328463934632495,0.0915417357584944,0.0130094437065044,0.00291319490800498,0.146279614971161,0.0344644303135812,0.0280923518709714,0.00157729000662686,0.106768452923974,0.0671646497466142,0.24985546670197,0.116729192137599,0.146550095479159,0.0984292474039898,0.113280197913356,0.00986559989949643,0.211480066013865,0.0341458566388214,0.132666965605088,0.0527258102397405,0.0817381838090806,0.00386816735625152,0.201085041297015,0.00433393652745565,0.0437063299494791,0.175686665260647,0.0619184869623988,0.0169334957289443
"40","M","4",0.587553374748881,0.683674962612962,0.536173196921697,0.0151628581352502,0.232292821049436,0.34622783949643,0.118592266153,0.189344151200755,0.614208383581481,0.0369414757622815,0.11438931974322,0.36051583223074,0.125484879481739,0.0626005972029293,0.00180542109119763,0.356645613486043,0.106989560666233,0.0672285897741335,0.325736460504542,0.166161777295108,0.153276390504,0.473274598776403,0.00862824879836925,0.00523742450376902,0.0221324569664878,0.371272969298154,0.191067346507841,0.0702119676430362,0.00148218835409148,0.0224609937737107,0.0168168222339195,0.136256574177174,0.113761887267648,0.0972349587402112,0.0342183823270631
"41","C","6",0.260544021188935,0.047980235001546,0.0700545021361235,0.00211451354331755,0.0304236757486507,0.234993497459165,0.015120856960679,0.0247194168280431,0.0564294918528159,0.00990985167870144,0.0516230684858598,0.153577365883345,0.0149126057059957,0.0364284212302897,0.000987493019884059,0.102634508464467,0.0248114457412151,0.208635389901998,0.176851705461545,0.108072050325055,0.128966190201842,0.0812763241340901,0.00717544403637587,0.0229328141576818,0.0520614178577555,0.179985644897732,0.0643465059332438,0.209863789803766,0.00845100751513037,0.195044730423414,0.00203054909856145,0.0429817269423344,0.568570614384944,0.151156619430597,0.029746912434846
"42","C","6",0.237285722749967,0.0683638543484212,0.162662413204777,0.00328144490243362,0.051711442717471,0.213289634312008,0.0235742446003483,0.0246076358168987,0.122191883806522,0.0144005941461766,0.067672244824154,0.134452441620819,0.0230590091242525,0.0444812073388069,0.00063485802996022,0.0830459840779662,0.0280774248501737,0.136816780102688,0.439247867185019,0.0720306833705911,0.303839444743601,0.0780511746464005,0.00229167424613379,0.00169079421229775,0.0142222354099349,0.219901011994377,0.0924381877056416,0.0191798143095558,0.00150967617939761,0.00791146405812207,0.0383518325743425,0.0240675646430677,0.0480050620597845,0.0213264909241194,0.00558335575784988
"43","C","6",0.170321587820204,0.161910439510605,0.158150935203079,0.00334591196686295,0.0822408098960253,0.300474699678418,0.0315061449173165,0.0584409299488772,0.163793535433601,0.0177184615630249,0.183014151002276,0.153291780816143,0.0449348764458817,0.0451471145403306,0.00103627185884932,0.162623560782671,0.032294686671145,0.0758917122461415,0.20735130567387,0.169669002960753,0.195728163894586,0.188264700071193,0.00195345891693574,0.00378971259463929,0.0188197262522243,0.215322324165929,0.0926341741739081,0.0567973755249159,0.000726120069311159,0.00311510790012393,0.00900944412274029,0.0343257172717777,0.0936994237921095,0.0504254980480078,0.009199887388754
"44","C","6",0.42753675601995,0.210291375173781,0.193612641761042,0.00372314354255003,0.124088993628247,0.430105518572115,0.0688958829264269,0.0653028902660096,0.286300158715216,0.0202742118461078,0.320175345422518,0.209255132798225,0.0725721619406282,0.0637649721183778,0.00193643596799279,0.196362302666209,0.039932398696404,0.0707928892449274,0.50583554382316,0.194648700793356,0.228769951977098,0.249143909251534,0.00411029601474465,0.0106086824042937,0.0440340941348534,0.344385088588618,0.211904241386937,0.182603404136131,0.00124206221171345,0.121768542046592,0.0133923454780277,0.0598998780976429,0.327922792193945,0.124485745128004,0.032515340346326
"45","C","6",0.179469806467062,0.330675719210862,0.17216800778273,0.00401679632178295,0.109362486776522,0.411917627385319,0.0408756911149807,0.06671543397266,0.197069716703412,0.0187166085329469,0.160419949569933,0.511012829764588,0.0518619345913477,0.0568328913692183,0.00148375915934038,0.173429541285567,0.12711734653959,0.344542463244563,0.184322297814471,0.140127928894777,0.300342370483506,0.219041749349452,0.00620910479612944,0.264671752141451,0.0823114771088957,0.222025097005753,0.069914636955014,0.17082856259248,0.00712982748559729,0.380592345420958,0.105071862786467,0.0674359671833712,0.436964985671811,0.288794261302225,0.210450734860127
"46","P","6",0.717388726614678,0.759108297266459,0.152485818543971,1,1,0.556197435510678,1,0.358710569223323,1,0.0953998437463909,1,0.730726067090133,0.34024538377936,0.101628101652295,0.00304095601040421,0.485987897760818,0.114899663086482,0.171171127741387,0.82472471048454,0.29122386298626,0.212953964091517,0.547335048928213,0.0359281901709447,0.0173091752704772,0.0381272296756083,0.510191676835816,0.217070697561601,0.551280000154945,0.00335508018888231,0.205484582336399,0.0250482174667242,0.140775812577597,0.219766082894627,0.158022682504702,0.0208033645295052
"47","P","6",0.962965461426334,1,0.707998042376243,0.126290867398465,0.521973823312299,1,0.149633945654215,0.529411695514259,0.698723813379996,0.076930350776769,0.181930597067851,1,0.873036610985913,0.24685071607509,0.0041901333540741,0.707910802756457,0.220437800534146,0.672441274869223,0.539709520736696,0.756602649724736,0.166922841767937,1,0.765824376632223,1,0.917678973601473,1,0.404663238843188,0.558658893009636,0.0134724917721849,1,0.335644733510399,0.319822426987504,0.425393027221964,0.355760103119356,0.276733971433607
"49","P","6",0.736488160613234,0.592900177916203,0.404666468041763,0.0430732615104743,0.339082856609846,0.459403841385828,0.116916405970879,0.322663162047296,0.491201944390058,0.0716879372551478,0.0238679429613734,0.384891280609665,0.114126497828989,0.17160681134822,0.00179799804858996,0.514093393350434,0.114433970408677,0.038805597979914,0.32787230372533,0.22096201815799,0.220944982317634,0.442015014366794,0.00582251174633238,0.00518980293653635,0.0243130804300099,0.398000869639232,0.132923866520209,0.0736054288393993,0.00101916802332989,0.00972173863701991,0.0234593915750392,0.112763389869777,0.208518025479591,0.323703932569828,0.00960975013700352
"5","C","2",0.107930530029234,0.051139649012746,0.0848016316906914,0.00122794661467874,0.0339444452584305,0.129846097469312,0.0134491069461113,0.104781589938372,0.0914335042094954,0.0242282278849409,0.0368637237800788,0.175440171854109,0.0241190006618452,0.0319083329381135,0.00932922399702701,0.0861269111504714,0.0965858356137815,0.286916864123393,0.157428785204745,0.153976298571874,0.137266514315442,0.0835139378420946,0.0353538709340827,0.304747749846575,0.181742752374137,0.181916411054573,0.0511300662924064,0.0794784287370478,0.226902675120516,0.200442500700974,0.00442963503442045,0.0344780735002021,0.391580753447686,0.262818848970425,0.16344661715776
"50","P","6",0.464956314703104,0.457009497949295,0.150898365059102,0.0070047357682513,0.162239085000988,0.331061735139069,0.0582535128862399,0.172284102000611,0.173881597977058,0.0388236100799272,0.00635805592750667,0.200486514063084,0.0566030075650842,0.0407768121469877,0.00161966740943117,0.255738091705092,0.0874227607192699,0.0317038817566288,0.0802531314574059,0.264281630426942,0.138074292989699,0.394014366563303,0.00702681531668707,0.00428289721694294,0.0233326137293383,0.182632884170269,0.0514076936051493,0.0776970651131288,0.000577453353096866,0.00884464109771061,0.0173870375816949,0.0933999112753735,0.126585047479966,0.121141607859779,0.0120282175527942
"51","F","6",0.104553553589465,0.0910662866523215,0.100842276131596,0.00365897286378089,0.0594231083152168,0.272527844115871,0.0319039088018596,0.0693880537395452,0.0755612733750418,0.0162482829272359,0.00237204265323963,0.134215769932611,0.0327902912094266,0.0357493613875004,0.00195186795239384,0.168605329596526,0.0725575664503194,0.05062296635246,0.0906496090323172,0.0856724351569325,0.089496559098823,0.143088363561201,0.01373122097673,0.0049801868138709,0.0242375768202087,0.142419991260831,0.0656111431038703,0.0373311543678939,0.00543242259710281,0.00688383840636673,0.0127301376449362,0.0321066502168936,0.289569829308085,0.109037454229476,0.0282620762417333
"52","F","6",0.170910710650635,0.176017635273183,0.211126833087655,0.00400010815845113,0.100249738566677,0.242791198818305,0.0343090912758884,0.0800753700168202,0.13247625835494,0.0229837068771708,0.00157325769938335,0.154967760007628,0.0682778494461575,0.0324723593938425,0.00162179893019965,0.221945117973574,0.0324933769852212,0.0533880194323995,0.149032809643534,0.101236306053725,0.105607150287413,0.220876655255757,0.00286362813581331,0.00987528114666361,0.0375145293617523,0.341648601617604,0.112303346625625,0.0358159587867791,0.0136893925580719,0.00138419203530969,0.015213500237718,0.0431978200560474,0.523596763626862,0.140355544024082,0.011278041575366
"53","F","6",0.232342370945381,0.211807338956388,0.143070599695984,0.0121502383312301,0.136474690671345,0.370078846829703,0.0591329400035076,0.253684518093762,0.225637687765222,0.0596695310569191,0.186442566812118,0.291950767065767,0.0461602886568399,0.078469678663259,0.0470729580620488,0.216355402419942,0.0900121220369909,0.16749086921984,0.342845885207717,0.18622247487771,0.0683588837234826,0.264862659737097,0.0234203156995281,0.0146394428409757,0.033719140393092,0.138077719298257,0.0990046506193806,0.121639100552045,0.0374730778583586,0.0320331742655935,0.0113252370359041,0.0630882336886206,0.274162017057489,0.0563261160447569,0.0854911105669997
"54","F","6",0.0867610454369263,0.079161777654357,0.148316620148412,0.00478378981894643,0.0752318985445502,0.42284517569522,0.0400190817890311,0.0979651516108165,0.0747826815829353,0.0337252189471311,0.00186544292010935,0.377825385168422,0.0544330419461544,0.0570419940684284,0.00323146664242938,0.252489159791814,0.0774588982279151,0.655175725941132,0.497149965288622,0.420261439988506,0.288933477358523,0.237396671093125,0.0137906982614133,0.170779670915545,0.111677971644756,0.376783129441203,0.15393120081197,1,0.0198674903873213,0.437472127741722,0.00627780926566376,0.147820447275237,1,0.327355750742655,0.396684112224769
"55","F","6",0.132684883485246,0.134020860151078,0.155263137492728,0.00339812633497982,0.112572278024452,0.38509857434857,0.0463292564572738,0.107972615938313,0.120295792723303,0.0356282973387076,0.00619720651034127,0.270391255916164,0.104925147371334,0.0737354098638282,0.00150817236472748,0.33910398459764,0.0684462964955061,0.285487995411098,0.142393774310248,0.194057525673549,0.0495047706305464,0.245250391076228,0.00461359290793378,0.0165062387150539,0.0439395260923203,0.224140090701767,0.0758875900592589,0.26920017511527,0.00987838408447474,0.151478660142729,0.00781642766591865,0.0921543240004571,0.527708735811719,0.251331030616454,0.242295811055637
"56","M","6",0.616535357415402,0.245529778325456,0.248932345236053,0.0079703320895347,0.145279712387627,0.332873106021781,0.0792519589433118,0.422486350198032,0.236862467266174,0.0540498027245349,0.157725403969556,0.244216211117217,0.0490384918300817,0.0571113989364032,0.00145877463273814,0.347178628951637,0.0923263907618652,0.0810184365817814,0.249953754093165,0.355154268385169,0.250267500597305,0.263761838563805,0.00865545888612708,0.00497909017405546,0.0217358291564092,0.237905668683217,0.076202216685305,0.0676771734398714,0.00120535966541764,0.00487496772978079,0.0121625705317365,0.0612301991023889,0.091278131098265,0.0422626292983425,0.00385468316032837
"57","M","6",0.180713876610635,0.268928706636019,0.11113270825816,0.00233081513196501,0.1115189955358,0.241182045372805,0.0326095886012575,0.126851242645455,0.122015569069132,0.0216372889679615,0.00382792418458408,0.128198285273793,0.0368523982065618,0.0196358049835715,0.00103606395440434,0.149169158427426,0.0378984992118161,0.0549871452691527,0.061025863720133,0.107645039049222,0.163997682931418,0.222632223607262,0.00430997872857226,0.0230067239439381,0.024944130901327,0.137872883679524,0.0260885917606238,0.0564121294821047,0.000903750147796625,0.0538863797416013,0.00616403349081475,0.0557377425236919,0.0863219224509581,0.0823471532769121,0.0230957696529807
"58","M","6",0.28913363006502,0.319703652439623,0.188224949986838,0.00766245009432278,0.17814668923104,0.400219230869311,0.063985289430905,0.209899770691541,0.213728965541492,0.0475336428497301,0.00730447008663806,0.273029140964022,0.0663624080361772,0.0193930223424674,0.00174567417378685,0.240560037097064,0.0738814132743617,0.115921550719914,0.291349425622998,0.296905600036103,0.0992670672207992,0.405416085737216,0.00472619272189382,0.0187834341227813,0.0353790367095308,0.258617965352531,0.0850573807843091,0.226122519193554,0.00719048529449792,0.10469590003782,0.0179950466030713,0.0978507741867182,0.204987057774766,0.116082359830781,0.0374593496611475
"59","M","6",0.431469698388229,0.379503537349065,0.323367214574739,0.391788507997597,0.549016735768569,0.296896845327496,0.465003164634917,0.184831541202976,0.331031168245028,0.0427648785835681,0.189784416354153,0.85058620267601,0.114881068292168,0.677445836877914,0.000890388526742095,0.621559544643077,0.219295622203107,0.0301941503794011,0.248541814164359,0.116883143108187,0.281765119713067,0.446540337455014,0.0181179157921435,0.0108523718454805,0.0236865134565403,0.484937451675922,0.102234486357426,0.0652466624686456,0.00504004784881335,0.0172820097887634,0.0106996931401292,0.13515350374163,0.154843642593452,0.599361559432087,0.0451202181245153
"6","P","2",0.598933743759627,0.698677521302001,0.762827431901917,0.00897242833659263,0.303468171497786,0.624354679463489,0.149076097399149,0.492634938024815,0.934272628197283,0.0896648086005387,0.566524880792873,0.926932334780594,0.208704688877172,0.188504636763939,0.0208790263250882,0.781016333121103,0.350787589216093,0.400770315740994,1,0.537497216022044,0.302202815837106,0.668268317700669,1,0.625304012795089,1,0.672894297793769,0.946737978707193,0.520553262157179,0.0469117813916384,0.463672659409275,1,0.258775159184026,0.274805531566936,0.687657020206217,0.587337372627454
"60","M","6",0.412893137489618,0.454359516761965,0.325013645905575,0.0134810376943237,0.286076156294969,0.567505766946076,0.102608070973461,0.24376187815764,0.288522700273493,0.0422912183548878,0.0132581804517138,0.370616872674071,0.123622043851732,0.175339783703429,0.00758241565208361,0.380174765212751,0.137863998361936,0.0666169224688953,0.209967741530129,0.238318444911146,0.108469066889549,0.351177815047586,0.00584155347278673,0.00772003709015704,0.0281275534468466,0.283069080791612,0.132856343692133,0.0934231870099349,0.00200933478204527,0.0229561515588398,0.0214595449579357,0.0849989093132708,0.103851162398411,0.145117398840523,0.0403018563861871
"7","P","2",0.336281591467594,0.384993930143186,0.34127126463399,0.0100878967887594,0.20272919240776,0.456598829467429,0.0778120393423535,0.346676102440252,0.429154301128871,0.0477449310266206,0.00836592782263933,0.509182763636307,0.112799936472046,0.0560113608560967,0.00564096201876611,0.393035320879795,0.106290867547362,0.254948891737849,0.198911984473225,0.276978057308483,0.440390559966744,0.497360996742094,0.0541176882403916,0.0977850298551633,0.0982854754940326,0.361109049253512,0.114834160110476,0.286780469698823,0.00583721440031548,0.386657422940922,0.013702523630907,0.12203711915369,0.253433806122225,0.320789335055778,0.149779602395311
"8","P","2",0.661688167327712,0.600386782653432,0.359269100803838,0.570764204426772,0.495196498652512,0.540957770122491,0.456307043370455,0.217545566907803,0.582159104499515,0.0573578406014208,0.634307850359488,0.609950240998014,0.10695255397113,0.192850334046522,0.00429751022778809,0.370930827981024,0.370374067576004,0.244164308893682,0.729895922317815,0.208524731040649,0.549992070660308,0.543263648875453,0.106543758578679,0.0618205220523521,0.0649005500902822,0.442061882789729,0.253652605086422,0.632849383336986,0.00641532358246904,0.289231198943975,0.0106243801231048,0.128608934462495,0.304765077940151,0.416858109280653,0.084783317249878
"9","P","2",0.68545806456234,0.915879233419459,0.665221598512762,0.0161374677267354,0.291438205698354,0.477813044070477,0.157678513765852,0.487331375805826,0.757096647544643,0.0974992481557935,0.014595927654745,0.973619226170322,0.200673042141909,0.162588443178151,0.0173892001346622,0.96327480936808,0.189486992996171,0.267213496906645,0.286138228217335,0.457087028529283,0.197654800216614,0.789596779314218,0.048614321781555,0.154622900292285,0.132087330103582,0.563797847125948,0.214080134316527,0.575242562677956,0.0143080593076439,0.392628692047863,0.0208720125204055,0.281202714432522,0.679608572839805,1,0.284026442100831
