Tr;Time;RI_mz;N;mean;sd;se
210;F;6;X.Galactinol..9TMS.;5;0.152802230332901;0.163979881490357;0.0733340323909594
211;M;2;X.Pyruvic.acid..1TMS.;4;0.457251933293907;0.04806176172381;0.024030880861905
212;M;2;X.Lactic.Acid..2TMS.;4;0.383926248767564;0.154525190655592;0.0772625953277959
213;M;2;X.Valine..1TMS.;4;0.494277059458007;0.282817445774479;0.141408722887239
214;M;2;X.Alanine..2TMS.;4;0.0179169782995206;0.0156161346696153;0.00780806733480767
215;M;2;X.Leucine..2TMS.;4;0.223402101013082;0.0618513801440175;0.0309256900720088
216;M;2;X.Threonine..2TMS.;4;0.482014942464367;0.137867709302808;0.0689338546514039
217;M;2;X.Proline..2TMS.;4;0.105952424091883;0.0402030471645813;0.0201015235822906
218;M;2;X.Succinic.acid..2TMS.;4;0.214662835546459;0.0725320009977932;0.0362660004988966
219;M;2;X.Glycine..3TMS.;4;0.478947778026702;0.0900039084471337;0.0450019542235668
220;M;2;X.Fumaric.acid..2TMS.;4;0.0542186591906616;0.0231420189888825;0.0115710094944412
221;M;2;X.Serine..3TMS.;4;0.129406479327304;0.137706682225013;0.0688533411125063
222;M;2;X.Methionine..1TMS.;4;0.487971271329972;0.12513561528847;0.0625678076442349
223;M;2;X.Aspartic.acid..2TMS.;4;0.130973288789008;0.08942559849644;0.04471279924822
224;M;2;X.Glutamine...H2O...2TMS.;4;0.35074159304868;0.442508565716846;0.221254282858423
225;M;2;X.Malic.acid..3TMS.;4;0.0106060463001724;0.00885522133680743;0.00442761066840371
226;M;2;X.Glutamic.acid..2TMS.;4;0.46901721178103;0.174721259184246;0.087360629592123
227;M;2;X.2.Oxoglutaric.acid..1MEOX...2TMS..BP;4;0.0822343403033991;0.0295269275772744;0.0147634637886372
228;M;2;X.Threonic.acid..4TMS.;4;0.124802598259472;0.0292292715964051;0.0146146357982026
229;M;2;X.Phenylalanine..2TMS.;4;0.409805728280333;0.27900246155843;0.139501230779215
230;M;2;X.Asparagine..3TMS.;4;0.237829797641399;0.0816402590012195;0.0408201295006097
231;M;2;X.Putrescine..4TMS.;4;0.380093192894172;0.181410830758753;0.0907054153793767
232;M;2;X.Ornithine..4TMS.;4;0.464036763097196;0.178037902590648;0.0890189512953238
233;M;2;X.Citric.acid..4TMS.;4;0.0320209960332794;0.0308331819295843;0.0154165909647922
234;M;2;X.Fructose..1MEOX...5TMS..MP;4;0.0176589839233981;0.00703367121676642;0.00351683560838321
235;M;2;X.Galactose..1MEOX...5TMS..MP;4;0.0318095410373102;0.00834034945936095;0.00417017472968048
236;M;2;X.Lysine..4TMS.;4;0.474898558531596;0.227953265357404;0.113976632678702
237;M;2;X.Tyrosine..3TMS.;4;0.131189120937641;0.0652205184335506;0.0326102592167753
238;M;2;X.Glucose..1MEOX...5TMS..BP;4;0.167850726267116;0.104449867834123;0.0522249339170616
239;M;2;X.Gluconic.acid..6TMS.;4;0.00639364064932503;0.00216906458166525;0.00108453229083262
240;M;2;X.myo.Inositol..6TMS.;4;0.145536240788316;0.110062785045752;0.0550313925228762
241;M;2;X.Sucrose..8TMS.;4;0.0142517919774762;0.00583757869919458;0.00291878934959729
242;M;2;X.Trehalose..8TMS.;4;0.107196109574981;0.0448368464261104;0.0224184232130552
243;M;2;X.Maltose..1MEOX...8TMS..MP;4;0.151100258484406;0.0465732812980042;0.0232866406490021
244;M;2;X.Melibiose..1MEOX...8TMS..BP;4;0.268265840079956;0.117052221637076;0.0585261108185381
245;M;2;X.Galactinol..9TMS.;4;0.063330555418855;0.017847376283214;0.00892368814160698
246;M;4;X.Pyruvic.acid..1TMS.;5;0.556852953127418;0.271050542935217;0.121217487868274
247;M;4;X.Lactic.Acid..2TMS.;5;0.559103503410579;0.0905035367799457;0.0404744120888222
248;M;4;X.Valine..1TMS.;5;0.414310575048327;0.103813087008836;0.0464266239011717
249;M;4;X.Alanine..2TMS.;5;0.103158351849853;0.187708260936345;0.0839456862783871
250;M;4;X.Leucine..2TMS.;5;0.282434155419769;0.0732701731319351;0.0327674175692371
251;M;4;X.Threonine..2TMS.;5;0.484411865068504;0.103440899622661;0.0462601766420004
252;M;4;X.Proline..2TMS.;5;0.126812422028333;0.0614610807246678;0.0274862308941919
253;M;4;X.Succinic.acid..2TMS.;5;0.252009469624925;0.0755787713764507;0.0337998540907318
254;M;4;X.Glycine..3TMS.;5;0.55322168004757;0.160407657316551;0.0717364851742601
255;M;4;X.Fumaric.acid..2TMS.;5;0.0464927561352006;0.0106703770099349;0.00477193766795306
256;M;4;X.Serine..3TMS.;5;0.131776988459267;0.13272605327072;0.0593568954997176
257;M;4;X.Methionine..1TMS.;5;0.522665203542982;0.229859068954453;0.102796100685394
258;M;4;X.Aspartic.acid..2TMS.;5;0.13246540620017;0.0279056611448318;0.0124797910553837
259;M;4;X.Glutamine...H2O...2TMS.;5;0.0735953521733037;0.0325213159530115;0.0145439746377364
260;M;4;X.Malic.acid..3TMS.;5;0.00400302596073934;0.00343858045756989;0.00153777992984572
261;M;4;X.Glutamic.acid..2TMS.;5;0.403977541597614;0.118977503488897;0.0532083571188786
262;M;4;X.2.Oxoglutaric.acid..1MEOX...2TMS..BP;5;0.110039000130652;0.0136722807568786;0.00611442983596855
263;M;4;X.Threonic.acid..4TMS.;5;0.175718176918793;0.139833233477945;0.0625353231140569
264;M;4;X.Phenylalanine..2TMS.;5;0.313190827306002;0.0904889452872909;0.0404678865749283
265;M;4;X.Asparagine..3TMS.;5;0.252290208634197;0.0655911516128663;0.0293332547457728
266;M;4;X.Putrescine..4TMS.;5;0.175514074971139;0.0319975940957189;0.0143097591028947
267;M;4;X.Ornithine..4TMS.;5;0.448647160264555;0.137272242608637;0.0613900131793511
268;M;4;X.Citric.acid..4TMS.;5;0.0838968028859853;0.170224576204364;0.0761267447668104
269;M;4;X.Fructose..1MEOX...5TMS..MP;5;0.0438504027169243;0.0662841976603032;0.0296431943604941
270;M;4;X.Galactose..1MEOX...5TMS..MP;5;0.0761117110538885;0.064723839382251;0.0289453809246982
271;M;4;X.Lysine..4TMS.;5;0.379147782390923;0.068457889720085;0.0306152990020588
272;M;4;X.Tyrosine..3TMS.;5;0.147595085735511;0.0393847713301479;0.0176134051944991
273;M;4;X.Glucose..1MEOX...5TMS..BP;5;0.150055608115264;0.110851864574372;0.0495744609241795
274;M;4;X.Gluconic.acid..6TMS.;5;0.00422624979632048;0.00335321533740141;0.00149960348752489
275;M;4;X.myo.Inositol..6TMS.;5;0.224087382788763;0.295230663933637;0.132031166719602
276;M;4;X.Sucrose..8TMS.;5;0.0179356963929179;0.00965895017858171;0.00431961383811849
277;M;4;X.Trehalose..8TMS.;5;0.183426885138811;0.115653967001683;0.0517220264166561
278;M;4;X.Maltose..1MEOX...8TMS..MP;5;0.204808478104916;0.142912835593537;0.06391256304888
279;M;4;X.Melibiose..1MEOX...8TMS..BP;5;0.194534804600184;0.182810163049666;0.0817551903113749
280;M;4;X.Galactinol..9TMS.;5;0.0685210745822611;0.105734858921274;0.0472860664278638
281;M;6;X.Pyruvic.acid..1TMS.;5;0.386149139993781;0.163907489305038;0.0733016576214769
282;M;6;X.Lactic.Acid..2TMS.;5;0.333605038302426;0.0848849870552945;0.0379617202649656
283;M;6;X.Valine..1TMS.;5;0.239334172792273;0.0915729453808742;0.040952666154302
284;M;6;X.Alanine..2TMS.;5;0.0846466286015486;0.171742821351069;0.0768057246377186
285;M;6;X.Leucine..2TMS.;5;0.254007657843601;0.177439015029985;0.0793531398935307
286;M;6;X.Threonine..2TMS.;5;0.367735398907494;0.125710610843542;0.0562194942678363
287;M;6;X.Proline..2TMS.;5;0.14869161451677;0.178639828803668;0.0798901601387854
288;M;6;X.Succinic.acid..2TMS.;5;0.237566156579129;0.111845904829171;0.0500190092405995
289;M;6;X.Glycine..3TMS.;5;0.238432174079064;0.0794499417063202;0.0355310940927455
290;M;6;X.Fumaric.acid..2TMS.;5;0.0416553662961365;0.012150462284328;0.00543385192516097
291;M;6;X.Serine..3TMS.;5;0.074380079009329;0.0914839256601614;0.0409128553249316
292;M;6;X.Methionine..1TMS.;5;0.373329342541023;0.280446534306489;0.125419502952707
293;M;6;X.Aspartic.acid..2TMS.;5;0.0781512820433441;0.0390793976662952;0.0174768379403166
294;M;6;X.Glutamine...H2O...2TMS.;5;0.189785169368757;0.280003667445689;0.125221446871561
295;M;6;X.Malic.acid..3TMS.;5;0.00254266338795101;0.00283764707086464;0.0012690343493213
296;M;6;X.Glutamic.acid..2TMS.;5;0.347728426866391;0.178148389735517;0.0796703819061482
297;M;6;X.2.Oxoglutaric.acid..1MEOX...2TMS..BP;5;0.112253184762617;0.0698428350227746;0.0312346653704454
298;M;6;X.Threonic.acid..4TMS.;5;0.0697476410838289;0.0318245700084237;0.0142323803787073
299;M;6;X.Phenylalanine..2TMS.;5;0.212167719826157;0.0892598765251309;0.0399182303146861
300;M;6;X.Asparagine..3TMS.;5;0.222981299097965;0.109234833852972;0.0488513028012283
301;M;6;X.Putrescine..4TMS.;5;0.180753287470428;0.0824338810785465;0.0368655523481527
302;M;6;X.Ornithine..4TMS.;5;0.337905660082177;0.0939688408776218;0.0420241431938447
303;M;6;X.Citric.acid..4TMS.;5;0.00833021992030468;0.00572821051546835;0.00256173362040327
304;M;6;X.Fructose..1MEOX...5TMS..MP;5;0.0130683314352825;0.00758921270410891;0.0033939991004185
305;M;6;X.Galactose..1MEOX...5TMS..MP;5;0.0267746127341308;0.00534188453057905;0.00238896338766586
306;M;6;X.Lysine..4TMS.;5;0.280480610036561;0.126922087079571;0.0567612829112137
307;M;6;X.Tyrosine..3TMS.;5;0.0844878038559594;0.0391596212050346;0.0175127149975199
308;M;6;X.Glucose..1MEOX...5TMS..BP;5;0.101776334318822;0.0708640062751584;0.0316913470378452
309;M;6;X.Gluconic.acid..6TMS.;5;0.00326979554771416;0.00273653197443668;0.00122381430348843
310;M;6;X.myo.Inositol..6TMS.;5;0.0407390817713611;0.0400500547927677;0.017910929003844
311;M;6;X.Sucrose..8TMS.;5;0.0136961777447375;0.00605834573294224;0.00270937457801093
312;M;6;X.Trehalose..8TMS.;5;0.08699422577354;0.0319449323097259;0.0142862080362353
313;M;6;X.Maltose..1MEOX...8TMS..MP;5;0.12825638326317;0.0507838156107339;0.0227112127724832
314;M;6;X.Melibiose..1MEOX...8TMS..BP;5;0.197034220135729;0.228157410903378;0.102035096070061
315;M;6;X.Galactinol..9TMS.;5;0.0299663753970318;0.0167453835038474;0.00748876316478129
316;P;2;X.Pyruvic.acid..1TMS.;5;0.568082172578834;0.139035220121203;0.0621784406915313
317;P;2;X.Lactic.Acid..2TMS.;5;0.600385906088142;0.220766336609636;0.0987297071605494
318;P;2;X.Valine..1TMS.;5;0.480238979289796;0.218593344853038;0.0977579157040894
319;P;2;X.Alanine..2TMS.;5;0.123185077652794;0.250220361596399;0.111901947576825
320;P;2;X.Leucine..2TMS.;5;0.30484908460281;0.11427507977379;0.0511053693016809
321;P;2;X.Threonine..2TMS.;5;0.545326900553726;0.0796101469401268;0.0356027400513741
322;P;2;X.Proline..2TMS.;5;0.189693262529621;0.152492237657743;0.0681966018887534
323;P;2;X.Succinic.acid..2TMS.;5;0.345999605023721;0.144601334705779;0.0646676828078642
324;P;2;X.Glycine..3TMS.;5;0.59170646819117;0.266467465399051;0.11916787328487
325;P;2;X.Fumaric.acid..2TMS.;5;0.0652776910052394;0.0272661983934203;0.0121938146191367
326;P;2;X.Serine..3TMS.;5;0.24765959783228;0.322921773085314;0.144415007206705
327;P;2;X.Methionine..1TMS.;5;0.684621868618168;0.253801285586986;0.113503385469868
328;P;2;X.Aspartic.acid..2TMS.;5;0.146487629648253;0.0533136732143094;0.0238425994874811
329;P;2;X.Glutamine...H2O...2TMS.;5;0.136491426074118;0.0631557905737728;0.0282441281791393
330;P;2;X.Malic.acid..3TMS.;5;0.0102811454063908;0.00822087428674287;0.00367648674792743
331;P;2;X.Glutamic.acid..2TMS.;5;0.620633483172895;0.253938854669801;0.113564908234023
332;P;2;X.2.Oxoglutaric.acid..1MEOX...2TMS..BP;5;0.274105066663688;0.119150055738803;0.0532855248309706
333;P;2;X.Threonic.acid..4TMS.;5;0.266042056357564;0.0856579033902731;0.0383073789581521
334;P;2;X.Phenylalanine..2TMS.;5;0.485786169119002;0.360568151137505;0.161250979292976
335;P;2;X.Asparagine..3TMS.;5;0.341227587057683;0.147435491140617;0.0659351560972974
336;P;2;X.Putrescine..4TMS.;5;0.339613669744299;0.15275338102435;0.0683133887526745
337;P;2;X.Ornithine..4TMS.;5;0.572736257517922;0.162618981630113;0.0727254194713445
338;P;2;X.Citric.acid..4TMS.;5;0.245837499478425;0.422746893882522;0.189058158399642
339;P;2;X.Fructose..1MEOX...5TMS..MP;5;0.189885123411073;0.249054769436633;0.11138067891617
340;P;2;X.Galactose..1MEOX...5TMS..MP;5;0.266273135898896;0.411738667178467;0.184135129755243
341;P;2;X.Lysine..4TMS.;5;0.531832279929706;0.128233911954498;0.0573479488301959
342;P;2;X.Tyrosine..3TMS.;5;0.327069890813311;0.352151074580981;0.157486748222534
343;P;2;X.Glucose..1MEOX...5TMS..BP;5;0.432694705187354;0.206407188755946;0.092308101020585
344;P;2;X.Gluconic.acid..6TMS.;5;0.0154060118822559;0.0180734357877862;0.00808268620169349
345;P;2;X.myo.Inositol..6TMS.;5;0.327679086519216;0.138491836335029;0.0619354320747798
346;P;2;X.Sucrose..8TMS.;5;0.211460180662143;0.440824708805951;0.197142803010331
347;P;2;X.Trehalose..8TMS.;5;0.188983918454502;0.0753415741271455;0.0336937762560274
348;P;2;X.Maltose..1MEOX...8TMS..MP;5;0.332780048806184;0.202281591199494;0.0904630777037786
349;P;2;X.Melibiose..1MEOX...8TMS..BP;5;0.496468209742769;0.360693226199714;0.161306914561254
350;P;2;X.Galactinol..9TMS.;5;0.230755090158968;0.218694016131428;0.0978029372684619
351;P;4;X.Pyruvic.acid..1TMS.;5;0.481631907201102;0.266591918342949;0.119223530333381
352;P;4;X.Lactic.Acid..2TMS.;5;0.426092201380908;0.148486222959285;0.0664050576518302
353;P;4;X.Valine..1TMS.;5;0.291993020775287;0.097603245174167;0.0436494982068031
354;P;4;X.Alanine..2TMS.;5;0.0137254344885532;0.0061489886538024;0.00274991132455542
355;P;4;X.Leucine..2TMS.;5;0.250997267037201;0.0779618463344857;0.0348655976110606
356;P;4;X.Threonine..2TMS.;5;0.434061632944321;0.100804088500218;0.0450809588592786
357;P;4;X.Proline..2TMS.;5;0.115574761393509;0.0449768027370755;0.0201142376661399
358;P;4;X.Succinic.acid..2TMS.;5;0.304494209790675;0.169720840253752;0.0759014672011546
359;P;4;X.Glycine..3TMS.;5;0.435795952870528;0.19910125816644;0.0890407895331791
360;P;4;X.Fumaric.acid..2TMS.;5;0.0588602552250867;0.0298825769120129;0.0133638946636253
361;P;4;X.Serine..3TMS.;5;0.0454779713222953;0.0230350495069506;0.0103015873125229
362;P;4;X.Methionine..1TMS.;5;0.449410041416362;0.182760328077759;0.0817329034344066
363;P;4;X.Aspartic.acid..2TMS.;5;0.150704206830838;0.0850786806832887;0.0380483426887663
364;P;4;X.Glutamine...H2O...2TMS.;5;0.158649324588756;0.117789029718721;0.0526768554909605
365;P;4;X.Malic.acid..3TMS.;5;0.00521369430309501;0.00341157680790823;0.00152570353058891
366;P;4;X.Glutamic.acid..2TMS.;5;0.52043657322458;0.207895887803765;0.0929738674743774
367;P;4;X.2.Oxoglutaric.acid..1MEOX...2TMS..BP;5;0.129763880570685;0.0503594735281096;0.0225214412239908
368;P;4;X.Threonic.acid..4TMS.;5;0.206715663324992;0.0963055619873497;0.0430691566430067
369;P;4;X.Phenylalanine..2TMS.;5;0.361451357988063;0.174562611293573;0.0780667730364601
370;P;4;X.Asparagine..3TMS.;5;0.27579350843378;0.0548570728664682;0.0245328287952164
371;P;4;X.Putrescine..4TMS.;5;0.265713150940535;0.198979782237417;0.0889864638461937
372;P;4;X.Ornithine..4TMS.;5;0.591354737314514;0.191176951290892;0.0854969317635201
373;P;4;X.Citric.acid..4TMS.;5;0.0818060474528385;0.114758318818361;0.0513214803722896
374;P;4;X.Fructose..1MEOX...5TMS..MP;5;0.0374592775425075;0.0349090411317018;0.0156117977999643
375;P;4;X.Galactose..1MEOX...5TMS..MP;5;0.0495244425147108;0.0195057995010321;0.00872325872795784
376;P;4;X.Lysine..4TMS.;5;0.434301162001947;0.206331126648461;0.0922740850120152
377;P;4;X.Tyrosine..3TMS.;5;0.184608541239537;0.135524360666581;0.0606083366115348
378;P;4;X.Glucose..1MEOX...5TMS..BP;5;0.311021596617879;0.149919701907662;0.0670461289264074
379;P;4;X.Gluconic.acid..6TMS.;5;0.00874630257601982;0.00634543851880503;0.00283776637501872
380;P;4;X.myo.Inositol..6TMS.;5;0.219245424570439;0.187842940445517;0.084005916785924
381;P;4;X.Sucrose..8TMS.;5;0.0115160166131865;0.00321965214913283;0.00143987221387286
382;P;4;X.Trehalose..8TMS.;5;0.354765628522208;0.386575590277689;0.172881859660604
383;P;4;X.Maltose..1MEOX...8TMS..MP;5;0.276430087938456;0.112633354945236;0.0503711676382818
384;P;4;X.Melibiose..1MEOX...8TMS..BP;5;0.363520122705762;0.259020754602737;0.115837602975002
385;P;4;X.Galactinol..9TMS.;5;0.192544057344007;0.194314512364449;0.0869000917323264
386;P;6;X.Pyruvic.acid..1TMS.;4;0.720449665839337;0.203598760840667;0.101799380420334
387;P;6;X.Lactic.Acid..2TMS.;4;0.702254493282989;0.233800638595594;0.116900319297797
388;P;6;X.Valine..1TMS.;4;0.35401217350527;0.264411260375967;0.132205630187983
389;P;6;X.Alanine..2TMS.;4;0.294092216169298;0.473248641104974;0.236624320552487
390;P;6;X.Leucine..2TMS.;4;0.505823941230783;0.360704837081946;0.180352418540973
391;P;6;X.Threonine..2TMS.;4;0.586665753008894;0.290575593267358;0.145287796633679
392;P;6;X.Proline..2TMS.;4;0.331200966127833;0.447465795931094;0.223732897965547
393;P;6;X.Succinic.acid..2TMS.;4;0.345767382196372;0.146654939001488;0.0733274695007442
394;P;6;X.Glycine..3TMS.;4;0.590951838936778;0.347770433811767;0.173885216905884
395;P;6;X.Fumaric.acid..2TMS.;4;0.0707104354645587;0.0235653656217386;0.0117826828108693
396;P;6;X.Serine..3TMS.;4;0.303039148989183;0.471302430308996;0.235651215154498
397;P;6;X.Methionine..1TMS.;4;0.57902596544072;0.356469938291807;0.178234969145904
398;P;6;X.Aspartic.acid..2TMS.;4;0.346002875039837;0.372073758428677;0.186036879214339
399;P;6;X.Glutamine...H2O...2TMS.;4;0.140215610305648;0.0889447837868465;0.0444723918934233
400;P;6;X.Malic.acid..3TMS.;4;0.00266218870562486;0.00119885440659243;0.000599427203296216
401;P;6;X.Glutamic.acid..2TMS.;4;0.4909325463932;0.185253762563994;0.092626881281997
402;P;6;X.2.Oxoglutaric.acid..1MEOX...2TMS..BP;4;0.134298548687144;0.0588450746709789;0.0294225373354894
403;P;6;X.Threonic.acid..4TMS.;4;0.228530470586788;0.302810793360335;0.151405396680167
404;P;6;X.Phenylalanine..2TMS.;4;0.443139916600993;0.316178264473265;0.158089132236632
405;P;6;X.Asparagine..3TMS.;4;0.383267540323982;0.250567270893284;0.125283635446642
406;P;6;X.Putrescine..4TMS.;4;0.184724020291697;0.0391661709098167;0.0195830854549084
407;P;6;X.Ornithine..4TMS.;4;0.595841107464578;0.27694388624819;0.138471943124095
408;P;6;X.Citric.acid..4TMS.;4;0.203650473466547;0.375040898701741;0.187520449350871
409;P;6;X.Fructose..1MEOX...5TMS..MP;4;0.256695468855989;0.495571935540762;0.247785967770381
410;P;6;X.Galactose..1MEOX...5TMS..MP;4;0.250862974359107;0.444595319123371;0.222297659561685
411;P;6;X.Lysine..4TMS.;4;0.522706357661329;0.346009279436349;0.173004639718174
412;P;6;X.Tyrosine..3TMS.;4;0.201516374132537;0.151380462950501;0.0756902314752505
413;P;6;X.Glucose..1MEOX...5TMS..BP;4;0.315310346779277;0.276755928119069;0.138377964059534
414;P;6;X.Gluconic.acid..6TMS.;4;0.00460604833437349;0.00603528592048082;0.00301764296024041
415;P;6;X.myo.Inositol..6TMS.;4;0.306012740517782;0.471812626657173;0.235906313328587
416;P;6;X.Sucrose..8TMS.;4;0.100384845033464;0.156874667607504;0.0784373338037521
417;P;6;X.Trehalose..8TMS.;4;0.166690385177563;0.103924013409885;0.0519620067049425
418;P;6;X.Maltose..1MEOX...8TMS..MP;4;0.245065545769037;0.127189377311974;0.0635946886559872
419;P;6;X.Melibiose..1MEOX...8TMS..BP;4;0.239657081513416;0.117265904955913;0.0586329524779567
420;P;6;X.Galactinol..9TMS.;4;0.0797938259132275;0.13138147715828;0.0656907385791401
